CDD_ID,registration_SMILES,batch_number,batch_ID,shipment_SMILES,suspected_SMILES,why_suspected_SMILES,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg IC50 (uM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg IC50 (uM) Standard Deviation (±),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg IC50 (uM) Count,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg pIC50
CVD-0014251,Clc1cccc(c1)N1CCN(CC1)C(=O)c1cncc2ccccc12,1,MAT-POS-54c4bf04-3,ClC=1C=CC=C(C1)N2CCN(CC2)C(=O)C=3C=NC=C4C=CC=CC34,O=C(c1cncc2ccccc12)N1CCN(c2cccc(Cl)c2)CC1,shipment_SMILES,1.60,1.6,,1,5.8
CVD-0014248,COc1cccc2[nH]c(=O)cc(C(=O)N3CCN(CC3)c3cccc(Cl)c3)c12,1,MAT-POS-3b536971-2,COC=1C=CC=C2NC(=O)C=C(C(=O)N3CCN(CC3)C=4C=CC=C(Cl)C4)C12,COc1cccc2[nH]c(=O)cc(C(=O)N3CCN(c4cccc(Cl)c4)CC3)c12,shipment_SMILES,4.68,4.68,,1,5.3
CVD-0014247,COc1ccc(Cl)cc1OCCNC(=O)c1cc(=O)[nH]c2cccc(OC)c12,1,MAT-POS-3b536971-1,COC=1C=CC(Cl)=CC1OCCNC(=O)C2=CC(=O)NC=3C=CC=C(OC)C23,COc1ccc(Cl)cc1OCCNC(=O)c1cc(=O)[nH]c2cccc(OC)c12,shipment_SMILES,0.874,0.874,,1,6.1
CVD-0014245,CC(=O)N1CCC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc12,1,ALP-POS-966f8da6-2,CC(=O)N1CCC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC14,CC(=O)N1CCC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc21,shipment_SMILES,0.936,0.936,,1,6.0
CVD-0014244,Clc1ccc2OCCN(C(=O)Cc3cncc4ccccc34)c2c1,1,JOH-UNI-ea1df7a8-1,ClC=1C=CC=2OCCN(C(=O)CC=3C=NC=C4C=CC=CC34)C2C1,O=C(Cc1cncc2ccccc12)N1CCOc2ccc(Cl)cc21,shipment_SMILES,6.05,6.05,,1,5.2
CVD-0014239,[O-][n+]1cc(NC(=O)[C@@H]2CCOc3ccc(Cl)cc23)c2ccccc2c1,1,EDJ-MED-eff36d94-1,"[O-][N+]=1C=C(NC(=O)[C@@H]2CCOC=3C=CC(Cl)=CC23)C=4C=CC=CC4C1 |o1:7,r|",O=C(Nc1c[n+]([O-])cc2ccccc12)[C@@H]1CCOc2ccc(Cl)cc21 |o1:14|,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0014239,[O-][n+]1cc(NC(=O)[C@@H]2CCOc3ccc(Cl)cc23)c2ccccc2c1,1,EDJ-MED-eff36d94-1,"[O-][N+]=1C=C(NC(=O)[C@@H]2CCOC=3C=CC(Cl)=CC23)C=4C=CC=CC4C1 |o1:7,r|",O=C(Nc1c[n+]([O-])cc2ccccc12)[C@@H]1CCOc2ccc(Cl)cc21 |o1:14|,shipment_SMILES,(IC50 could not be calculated because value was manually overridden),> 99.5,,1,< 4.0
CVD-0014238,Clc1ccc2OCCC(C(=O)Nc3cncc4CCNCc34)c2c1,1,BEN-DND-c852c98b-10,ClC=1C=CC=2OCCC(C(=O)NC=3C=NC=C4CCNCC34)C2C1,O=C(Nc1cncc2c1CNCC2)C1CCOc2ccc(Cl)cc21,shipment_SMILES,6.16,6.16,,1,5.2
CVD-0014233,CS(=O)(=O)c1ccc2cncc(NC(=O)C3CCOc4ccc(Cl)cc34)c2c1,1,BEN-DND-c852c98b-5,CS(=O)(=O)C=1C=CC=2C=NC=C(NC(=O)C3CCOC=4C=CC(Cl)=CC34)C2C1,CS(=O)(=O)c1ccc2cncc(NC(=O)C3CCOc4ccc(Cl)cc43)c2c1,shipment_SMILES,0.964,0.964,,1,6.0
CVD-0014232,Oc1ccc2cncc(NC(=O)C3CCOc4ccc(Cl)cc34)c2c1,1,BEN-DND-c852c98b-4,OC=1C=CC=2C=NC=C(NC(=O)C3CCOC=4C=CC(Cl)=CC34)C2C1,O=C(Nc1cncc2ccc(O)cc12)C1CCOc2ccc(Cl)cc21,shipment_SMILES,0.176,0.176,,1,6.8
CVD-0014229,Clc1ccc2OCCC(C(=O)Nc3cncc4ccc(cc34)C#N)c2c1,1,BEN-DND-c852c98b-1,ClC=1C=CC=2OCCC(C(=O)NC=3C=NC=C4C=CC(C#N)=CC34)C2C1,N#Cc1ccc2cncc(NC(=O)C3CCOc4ccc(Cl)cc43)c2c1,shipment_SMILES,2.75,2.75,,1,5.6
CVD-0014228,CN1CC(C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1,1,BEN-DND-f2e727cd-6,CN1CC(C(=O)NC=2C=NC=C3C=CC=CC23)C=4C=C(Cl)C=CC4C1,CN1Cc2ccc(Cl)cc2C(C(=O)Nc2cncc3ccccc23)C1,shipment_SMILES,2.01,2.01,,1,5.7
CVD-0014227,Clc1ccc2CNCC(C(=O)Nc3cncc4ccccc34)c2c1,1,BEN-DND-f2e727cd-5,Cl.Cl.ClC=1C=CC=2CNCC(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1,Cl.Cl.O=C(Nc1cncc2ccccc12)C1CNCc2ccc(Cl)cc21,shipment_SMILES,1.95,1.95,,1,5.7
CVD-0014223,Clc1ccc2OCCN(C(=O)Nc3cncc4ccccc34)c2c1,1,BEN-DND-f2e727cd-1,ClC=1C=CC=2OCCN(C(=O)NC=3C=NC=C4C=CC=CC34)C2C1,O=C(Nc1cncc2ccccc12)N1CCOc2ccc(Cl)cc21,shipment_SMILES,11.4,11.4,,1,4.9
CVD-0014221,Clc1ccc2OCC[C@@H](C(=O)Nc3cncc4ccncc34)c2c1,1,BEN-DND-4f474d93-2,ClC=1C=CC=2OCC[C@@H](C(=O)NC=3C=NC=C4C=CN=CC34)C2C1,O=C(Nc1cncc2ccncc12)[C@@H]1CCOc2ccc(Cl)cc21,shipment_SMILES,> 7.46,> 7.46,,1,< 5.1
CVD-0014220,Clc1ccc2OCC[C@H](C(=O)Nc3cncc4cnccc34)c2c1,1,ALP-POS-ce760d3f-2,ClC=1C=CC=2OCC[C@H](C(=O)NC=3C=NC=C4C=NC=CC34)C2C1,O=C(Nc1cncc2cnccc12)[C@H]1CCOc2ccc(Cl)cc21,shipment_SMILES,(IC50 could not be calculated),,,,
CVD-0014217,COc1cccc2[nH]c(=O)cc(C(=O)NCCOc3ccccc3OCC3CC3)c12,1,EDJ-MED-bbe8e3da-2,COC=1C=CC=C2NC(=O)C=C(C(=O)NCCOC=3C=CC=CC3OCC4CC4)C12,COc1cccc2[nH]c(=O)cc(C(=O)NCCOc3ccccc3OCC3CC3)c12,shipment_SMILES,3.03,2.99,2.55,3,5.5
CVD-0014217,COc1cccc2[nH]c(=O)cc(C(=O)NCCOc3ccccc3OCC3CC3)c12,1,EDJ-MED-bbe8e3da-2,COC=1C=CC=C2NC(=O)C=C(C(=O)NCCOC=3C=CC=CC3OCC4CC4)C12,COc1cccc2[nH]c(=O)cc(C(=O)NCCOc3ccccc3OCC3CC3)c12,shipment_SMILES,5.52,2.99,2.55,3,5.5
CVD-0014217,COc1cccc2[nH]c(=O)cc(C(=O)NCCOc3ccccc3OCC3CC3)c12,1,EDJ-MED-bbe8e3da-2,COC=1C=CC=C2NC(=O)C=C(C(=O)NCCOC=3C=CC=CC3OCC4CC4)C12,COc1cccc2[nH]c(=O)cc(C(=O)NCCOc3ccccc3OCC3CC3)c12,shipment_SMILES,0.425,2.99,2.55,3,5.5
CVD-0014214,COc1cc(Cl)cc2[C@H](CCOc12)C(=O)Nc1cncc2ccccc12,1,MAT-POS-43fe65f4-1,"COC=1C=C(Cl)C=C2[C@H](CCOC12)C(=O)NC=3C=NC=C4C=CC=CC34 |o1:8,r|",COc1cc(Cl)cc2c1OCC[C@@H]2C(=O)Nc1cncc2ccccc12 |o1:12|,shipment_SMILES,,,,,
CVD-0014210,CC(=O)Nc1ccc(cn1)N(Cc1cccc(Cl)c1)C(=O)Cc1cncc2ccccc12,1,ALP-POS-c3a96089-4,CC(=O)NC=1C=CC(=CN1)N(CC=2C=CC=C(Cl)C2)C(=O)CC=3C=NC=C4C=CC=CC34,CC(=O)Nc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)cn1,shipment_SMILES,0.712,0.669,0.0613,2,6.2
CVD-0014210,CC(=O)Nc1ccc(cn1)N(Cc1cccc(Cl)c1)C(=O)Cc1cncc2ccccc12,1,ALP-POS-c3a96089-4,CC(=O)NC=1C=CC(=CN1)N(CC=2C=CC=C(Cl)C2)C(=O)CC=3C=NC=C4C=CC=CC34,CC(=O)Nc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)cn1,shipment_SMILES,0.625,0.669,0.0613,2,6.2
CVD-0014208,Cc1ccc(nc1)N(Cc1cscn1)C(=O)Cc1cncc2ccccc12,1,ALP-POS-c3a96089-2,CC=1C=CC(=NC1)N(CC2=CSC=N2)C(=O)CC=3C=NC=C4C=CC=CC34,Cc1ccc(N(Cc2cscn2)C(=O)Cc2cncc3ccccc23)nc1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0014207,Cc1ccc(cc1)N(Cc1cscn1)C(=O)Cc1cncc2ccccc12,1,ALP-POS-c3a96089-1,CC=1C=CC(=CC1)N(CC2=CSC=N2)C(=O)CC=3C=NC=C4C=CC=CC34,Cc1ccc(N(Cc2cscn2)C(=O)Cc2cncc3ccccc23)cc1,shipment_SMILES,8.09,8.09,,1,5.1
CVD-0014206,CCC(=O)Nc1ccc(cc1)N(Cc1ccccc1)C(=O)n1nnc2ccccc12,1,ALP-POS-a1bdc92a-1,CCC(=O)NC=1C=CC(=CC1)N(CC=2C=CC=CC2)C(=O)N3N=NC=4C=CC=CC34,CCC(=O)Nc1ccc(N(Cc2ccccc2)C(=O)n2nnc3ccccc32)cc1,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0014180,Clc1cccc(NC(=O)Cc2cncc3ccccc23)c1,1,PET-UNK-8922bd3c-1,ClC=1C=CC=C(NC(=O)CC=2C=NC=C3C=CC=CC23)C1,O=C(Cc1cncc2ccccc12)Nc1cccc(Cl)c1,shipment_SMILES,6.47,6.47,,1,5.2
CVD-0014179,Oc1ccc(Cl)c2C(CCOc12)C(=O)Nc1cncc2ccccc12,1,ALP-UNI-4b8a177c-1,OC=1C=CC(Cl)=C2C(CCOC12)C(=O)NC=3C=NC=C4C=CC=CC34,O=C(Nc1cncc2ccccc12)C1CCOc2c(O)ccc(Cl)c21,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0014171,Clc1ccc2OCCC(C(=O)Nc3c[nH]c(=O)c4ccccc34)c2c1,1,JOH-UNI-f51e3bbc-1,ClC=1C=CC=2OCCC(C(=O)NC3=CNC(=O)C=4C=CC=CC34)C2C1,O=C(Nc1c[nH]c(=O)c2ccccc12)C1CCOc2ccc(Cl)cc21,shipment_SMILES,> 99.5,> 99.5,,1,< 4.0
CVD-0014161,CN1C(=O)N(C(=O)C11CCOc2ccc(Cl)cc12)c1cncc2ccccc12,1,BEN-BAS-c2bc0d80-7,CN1C(=O)N(C(=O)C21CCOC=3C=CC(Cl)=CC32)C=4C=NC=C5C=CC=CC45,CN1C(=O)N(c2cncc3ccccc23)C(=O)C12CCOc1ccc(Cl)cc12,shipment_SMILES,0.563,0.563,,1,6.2
